Elapsed time sequential: 0.021761 seconds
Elapsed time random: 0.022004 seconds
Elapsed time sequential: 0.021591 seconds
Elapsed time random: 0.021995 seconds
Elapsed time sequential: 0.021442 seconds
Elapsed time random: 0.022216 seconds
Elapsed time sequential: 0.021658 seconds
Elapsed time random: 0.021914 seconds
Elapsed time sequential: 0.021688 seconds
Elapsed time random: 0.022193 seconds
Elapsed time sequential: 0.021642 seconds
Elapsed time random: 0.022219 seconds
Elapsed time sequential: 0.021767 seconds
Elapsed time random: 0.022415 seconds
Elapsed time sequential: 0.021675 seconds
Elapsed time random: 0.022141 seconds
Elapsed time sequential: 0.021707 seconds
Elapsed time random: 0.023062 seconds
Elapsed time sequential: 0.021688 seconds
Elapsed time random: 0.022730 seconds
Elapsed time sequential: 0.021699 seconds
Elapsed time random: 0.022380 seconds
Elapsed time sequential: 0.021846 seconds
Elapsed time random: 0.022599 seconds
Elapsed time sequential: 0.021654 seconds
Elapsed time random: 0.023558 seconds
Elapsed time sequential: 0.021747 seconds
Elapsed time random: 0.024079 seconds
Elapsed time sequential: 0.021606 seconds
Elapsed time random: 0.022678 seconds
Elapsed time sequential: 0.021668 seconds
Elapsed time random: 0.023146 seconds
Elapsed time sequential: 0.021860 seconds
Elapsed time random: 0.023304 seconds
Elapsed time sequential: 0.021578 seconds
Elapsed time random: 0.022727 seconds
Elapsed time sequential: 0.021679 seconds
Elapsed time random: 0.022851 seconds
Elapsed time sequential: 0.021800 seconds
Elapsed time random: 0.022728 seconds
Elapsed time sequential: 0.021647 seconds
Elapsed time random: 0.022881 seconds
Elapsed time sequential: 0.021496 seconds
Elapsed time random: 0.023093 seconds
Elapsed time sequential: 0.021514 seconds
Elapsed time random: 0.023103 seconds
Elapsed time sequential: 0.021840 seconds
Elapsed time random: 0.022880 seconds
Elapsed time sequential: 0.021622 seconds
Elapsed time random: 0.022996 seconds
Elapsed time sequential: 0.021762 seconds
Elapsed time random: 0.023610 seconds
Elapsed time sequential: 0.021506 seconds
Elapsed time random: 0.023048 seconds
Elapsed time sequential: 0.021648 seconds
Elapsed time random: 0.023213 seconds
Elapsed time sequential: 0.021712 seconds
Elapsed time random: 0.023508 seconds
Elapsed time sequential: 0.021663 seconds
Elapsed time random: 0.023370 seconds
Elapsed time sequential: 0.021640 seconds
Elapsed time random: 0.023432 seconds
Elapsed time sequential: 0.021537 seconds
Elapsed time random: 0.023324 seconds
Elapsed time sequential: 0.021481 seconds
Elapsed time random: 0.024040 seconds
Elapsed time sequential: 0.021551 seconds
Elapsed time random: 0.024184 seconds
Elapsed time sequential: 0.021561 seconds
Elapsed time random: 0.023839 seconds
Elapsed time sequential: 0.021560 seconds
Elapsed time random: 0.024056 seconds
Elapsed time sequential: 0.021511 seconds
Elapsed time random: 0.029312 seconds
Elapsed time sequential: 0.021537 seconds
Elapsed time random: 0.024857 seconds
Elapsed time sequential: 0.021787 seconds
Elapsed time random: 0.024978 seconds
Elapsed time sequential: 0.021629 seconds
Elapsed time random: 0.025356 seconds
Elapsed time sequential: 0.021701 seconds
Elapsed time random: 0.025297 seconds
Elapsed time sequential: 0.021709 seconds
Elapsed time random: 0.025939 seconds
Elapsed time sequential: 0.021591 seconds
Elapsed time random: 0.026162 seconds
Elapsed time sequential: 0.021483 seconds
Elapsed time random: 0.026689 seconds
Elapsed time sequential: 0.021624 seconds
Elapsed time random: 0.027490 seconds
Elapsed time sequential: 0.021493 seconds
Elapsed time random: 0.028628 seconds
Elapsed time sequential: 0.021712 seconds
Elapsed time random: 0.028101 seconds
Elapsed time sequential: 0.021542 seconds
Elapsed time random: 0.029183 seconds
Elapsed time sequential: 0.021485 seconds
Elapsed time random: 0.031830 seconds
Elapsed time sequential: 0.021596 seconds
Elapsed time random: 0.028582 seconds
Elapsed time sequential: 0.021489 seconds
Elapsed time random: 0.032945 seconds
Elapsed time sequential: 0.021454 seconds
Elapsed time random: 0.031999 seconds
Elapsed time sequential: 0.021636 seconds
Elapsed time random: 0.031559 seconds
Elapsed time sequential: 0.021556 seconds
Elapsed time random: 0.030749 seconds
Elapsed time sequential: 0.021361 seconds
Elapsed time random: 0.038857 seconds
Elapsed time sequential: 0.021595 seconds
Elapsed time random: 0.032548 seconds
Elapsed time sequential: 0.022065 seconds
Elapsed time random: 0.042733 seconds
Elapsed time sequential: 0.022517 seconds
Elapsed time random: 0.041237 seconds
Elapsed time sequential: 0.022103 seconds
Elapsed time random: 0.043487 seconds
Elapsed time sequential: 0.021709 seconds
Elapsed time random: 0.038638 seconds
Elapsed time sequential: 0.021655 seconds
Elapsed time random: 0.036930 seconds
Elapsed time sequential: 0.021615 seconds
Elapsed time random: 0.040474 seconds
Elapsed time sequential: 0.021638 seconds
Elapsed time random: 0.041040 seconds
Elapsed time sequential: 0.021904 seconds
Elapsed time random: 0.042215 seconds
Elapsed time sequential: 0.021957 seconds
Elapsed time random: 0.047337 seconds
Elapsed time sequential: 0.021594 seconds
Elapsed time random: 0.043601 seconds
Elapsed time sequential: 0.021615 seconds
Elapsed time random: 0.045496 seconds
Elapsed time sequential: 0.021562 seconds
Elapsed time random: 0.044847 seconds
Elapsed time sequential: 0.021690 seconds
Elapsed time random: 0.043739 seconds
Elapsed time sequential: 0.021558 seconds
Elapsed time random: 0.053483 seconds
Elapsed time sequential: 0.022192 seconds
Elapsed time random: 0.055173 seconds
Elapsed time sequential: 0.021977 seconds
Elapsed time random: 0.066394 seconds
Elapsed time sequential: 0.022389 seconds
Elapsed time random: 0.064707 seconds
Elapsed time sequential: 0.021721 seconds
Elapsed time random: 0.054290 seconds
Elapsed time sequential: 0.021807 seconds
Elapsed time random: 0.054694 seconds
Elapsed time sequential: 0.021560 seconds
Elapsed time random: 0.059746 seconds
Elapsed time sequential: 0.021743 seconds
Elapsed time random: 0.064392 seconds
Elapsed time sequential: 0.021978 seconds
Elapsed time random: 0.058279 seconds
Elapsed time sequential: 0.021640 seconds
Elapsed time random: 0.062181 seconds
Elapsed time sequential: 0.021522 seconds
Elapsed time random: 0.061493 seconds
Elapsed time sequential: 0.021473 seconds
Elapsed time random: 0.061880 seconds
Elapsed time sequential: 0.021548 seconds
Elapsed time random: 0.063484 seconds
Elapsed time sequential: 0.021602 seconds
Elapsed time random: 0.065650 seconds
Elapsed time sequential: 0.021760 seconds
Elapsed time random: 0.101624 seconds
Elapsed time sequential: 0.021773 seconds
Elapsed time random: 0.072788 seconds
Elapsed time sequential: 0.021726 seconds
Elapsed time random: 0.070431 seconds
Elapsed time sequential: 0.021567 seconds
Elapsed time random: 0.073362 seconds
Elapsed time sequential: 0.021577 seconds
Elapsed time random: 0.085920 seconds
Elapsed time sequential: 0.021472 seconds
Elapsed time random: 0.071965 seconds
Elapsed time sequential: 0.021577 seconds
Elapsed time random: 0.105921 seconds
Elapsed time sequential: 0.021559 seconds
Elapsed time random: 0.076195 seconds
Elapsed time sequential: 0.021671 seconds
Elapsed time random: 0.103336 seconds
Elapsed time sequential: 0.021484 seconds
Elapsed time random: 0.079414 seconds
Elapsed time sequential: 0.021590 seconds
Elapsed time random: 0.083385 seconds
Elapsed time sequential: 0.021585 seconds
Elapsed time random: 0.079836 seconds
Elapsed time sequential: 0.021234 seconds
Elapsed time random: 0.102248 seconds
Elapsed time sequential: 0.021774 seconds
Elapsed time random: 0.099530 seconds
Elapsed time sequential: 0.021577 seconds
Elapsed time random: 0.079765 seconds
Elapsed time sequential: 0.021478 seconds
Elapsed time random: 0.083593 seconds
Elapsed time sequential: 0.021633 seconds
Elapsed time random: 0.088722 seconds
Elapsed time sequential: 0.021794 seconds
Elapsed time random: 0.106389 seconds
Elapsed time sequential: 0.021973 seconds
Elapsed time random: 0.104987 seconds
Elapsed time sequential: 0.021729 seconds
Elapsed time random: 0.108746 seconds
Elapsed time sequential: 0.021641 seconds
Elapsed time random: 0.097030 seconds
Elapsed time sequential: 0.021716 seconds
Elapsed time random: 0.087522 seconds
Elapsed time sequential: 0.021865 seconds
Elapsed time random: 0.085989 seconds
Elapsed time sequential: 0.021613 seconds
Elapsed time random: 0.086593 seconds
Elapsed time sequential: 0.021508 seconds
Elapsed time random: 0.089953 seconds
Elapsed time sequential: 0.021717 seconds
Elapsed time random: 0.107500 seconds
Elapsed time sequential: 0.021533 seconds
Elapsed time random: 0.093272 seconds
Elapsed time sequential: 0.021690 seconds
Elapsed time random: 0.093285 seconds
Elapsed time sequential: 0.021490 seconds
Elapsed time random: 0.100173 seconds
Elapsed time sequential: 0.021480 seconds
Elapsed time random: 0.092251 seconds
Elapsed time sequential: 0.021639 seconds
Elapsed time random: 0.093698 seconds
Elapsed time sequential: 0.021607 seconds
Elapsed time random: 0.093460 seconds
Elapsed time sequential: 0.021848 seconds
Elapsed time random: 0.097265 seconds
Elapsed time sequential: 0.021634 seconds
Elapsed time random: 0.093675 seconds
Elapsed time sequential: 0.021640 seconds
Elapsed time random: 0.093128 seconds
Elapsed time sequential: 0.021506 seconds
Elapsed time random: 0.093651 seconds
Elapsed time sequential: 0.021739 seconds
Elapsed time random: 0.095640 seconds
Elapsed time sequential: 0.021916 seconds
Elapsed time random: 0.106556 seconds
Elapsed time sequential: 0.021572 seconds
Elapsed time random: 0.094866 seconds
Elapsed time sequential: 0.021576 seconds
Elapsed time random: 0.094842 seconds
Elapsed time sequential: 0.022480 seconds
Elapsed time random: 0.098689 seconds
Elapsed time sequential: 0.021948 seconds
Elapsed time random: 0.096678 seconds
Elapsed time sequential: 0.021830 seconds
